@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-1.8609,12.9953,3.6049,27.0942,-3.7331,1.5908,8.643,2.9399,19.3776,-0.4731,1.0872,13.8885,3.7267,44.4487,-1.4947,4.9665,18.0368,4.247,29.4812,0.0118,-1.1698,-1.7117,-0.3747,1.4633,0.3203,0.2189,1.2262,0.9673,0.8488,0.7889,0.6922,0.8775,1.5036,0.9357,0.7205,0.6223,0.4792,0.77,3.4338,0.8024,-60.6138,0.2337,-17.652,-75.5386,0.4352,0.3213,0.1919,0.7383,0.4409,0.5972,1.3982,0.6096,0.919,0.436,0.6573,1.5077,0.014,7.827,-0.8632,-0.4596,-0.6093,0.3123,0.5414,0.3426,?,?,?,?,?,DAVANTI_PANTALONI
-0.0636,0.0452,0.2127,1.499,-0.757,-0.0221,0.0403,0.2007,1.2067,-0.9355,-0.0093,0.0206,0.1434,0.8577,-0.8714,0.2826,0.0309,0.1757,0.898,0.0088,2.8726,6.8244,-0.2251,2.3756,-0.0784,-0.033,1.0595,1.483,1.2108,1.3997,1.1428,0.8165,1.1226,2.1992,1.466,1.959,1.3059,0.6666,1.1074,1.6172,-80.7394,1.4603,-72.9076,-49.9265,1.3685,1.8615,0.9417,1.3603,0.6881,0.5059,1.2423,1.7477,1.6692,1.4069,1.3437,0.9551,0.0004,0.4372,0.0806,0.0327,-0.0676,0.9921,-0.0513,-0.025,?,?,?,?,?,DAVANTI_PANTALONI
0.0264,0.0508,0.2254,1.4138,-0.6182,-0.012,0.1362,0.369,1.9861,-1.0958,-0.0012,0.0727,0.2696,1.4974,-1.1726,0.4045,0.0969,0.3113,1.2917,0.0184,-2.2011,-21.9118,0.0654,9.9547,-0.0297,-0.003,0.6107,0.8357,0.7239,1.3684,1.1854,0.8662,0.373,0.6985,0.5241,1.8726,1.4051,0.7504,0.5201,0.6683,-22.3059,1.2849,-42.8859,-33.3767,0.9219,1.2677,0.6639,1.375,0.7202,0.5237,0.7118,0.9442,1.0945,1.3264,1.5376,1.1592,0.0002,0.6234,0.2429,0.1783,0.3277,0.9941,0.0144,-0.0047,?,?,?,?,?,DAVANTI_PANTALONI
0.04,0.4713,0.6865,3.1935,-1.709,-0.0189,0.4264,0.653,3.0612,-0.6159,-0.019,0.4507,0.6713,3.4715,-0.6848,1.0325,0.2847,0.5336,2.3937,0.0314,-2.1167,-2.1051,0.0387,0.9945,-0.0183,-0.0184,1.0513,1.0226,1.2866,0.9727,1.2238,1.2582,1.1052,1.0457,1.6553,0.9462,1.4978,1.5829,1.7267,1.4278,-25.9466,0.8269,-15.0269,-18.1726,0.6223,0.5721,0.477,0.9194,0.7666,0.8338,1.0432,0.9199,1.3341,0.8818,1.2789,1.4503,0.0003,1.5451,-0.3983,-0.0583,-0.4865,0.0748,0.4697,0.0268,?,?,?,?,?,DAVANTI_PANTALONI
-0.4521,8.0969,2.8455,19.1016,-1.0849,-0.941,16.1152,4.0144,20.0265,-1.452,0.9339,13.6678,3.697,20.4556,-0.8698,5.5271,9.2927,3.0484,12.4813,0.0349,0.4804,-0.4841,-0.0818,-1.0077,-0.1703,0.169,0.7088,0.7697,0.9334,1.0858,1.3169,1.2128,0.5024,0.5924,0.8713,1.1791,1.7342,1.4708,0.8381,1.0446,-22.0084,1.2463,-26.2587,-21.069,1.1218,0.8375,0.7084,0.7465,0.6315,0.8459,0.9538,0.9338,1.5304,0.979,1.6045,1.6389,0.0076,8.49,0.5107,-0.1379,-0.258,0.2521,-0.3238,0.3552,?,?,?,?,?,DAVANTI_PANTALONI
-0.0657,10.1711,3.1892,33.5415,-0.9366,2.3328,58.9924,7.6807,55.3527,-0.1435,0.6551,22.6821,4.7626,36.3161,-0.2627,6.1418,59.9988,7.7459,53.4084,0.0035,-0.0282,-0.1003,-0.0107,3.5612,0.3798,0.1067,0.4152,0.6696,0.4117,1.6127,0.9916,0.6149,0.1724,0.4484,0.1695,2.6008,0.9832,0.378,2.3349,2.147,-86.1164,0.9195,-36.8821,-40.1099,0.3578,0.6022,0.3231,1.683,0.9031,0.5366,0.606,0.9236,0.628,1.5242,1.0364,0.68,0.0133,9.0948,-0.22,-0.379,-0.2475,0.7519,0.8941,0.7748,?,?,?,?,?,DAVANTI_PANTALONI
-1.2752,7.7957,2.7921,13.4371,-1.2887,-1.3916,13.6411,3.6934,18.1673,-1.4599,0.5514,13.1152,3.6215,27.7371,-0.4689,5.5055,8.1087,2.8476,19.9951,0.0204,0.9164,-2.3126,-0.2316,-2.5237,-0.2528,0.1002,0.756,0.771,0.9805,1.0199,1.297,1.2718,0.5715,0.5944,0.9614,1.0401,1.6823,1.6174,0.7017,0.8545,-18.1799,1.2177,-25.9072,-21.2754,0.795,0.3109,0.2876,0.3911,0.3618,0.9251,0.7396,0.4844,0.672,0.655,0.9086,1.3872,0.0107,8.567,0.05,-0.1837,-0.1006,0.3989,-0.2641,0.2671,?,?,?,?,?,DAVANTI_PANTALONI
0.5766,9.4463,3.0735,33.7621,-2.058,2.1777,46.5807,6.825,49.7869,-0.156,0.744,19.5094,4.4169,39.3357,-0.2094,6.2862,41.6482,6.4535,42.722,0.0186,0.2648,0.775,0.0917,2.927,0.3464,0.1184,0.4503,0.6958,0.4762,1.5452,1.0576,0.6844,0.2028,0.4842,0.2268,2.3876,1.1184,0.4684,3.3822,3.3355,-28.0016,0.9862,-8.2792,-8.395,0.2563,0.3395,0.2536,1.3242,0.9893,0.7471,0.6781,0.8583,0.7903,1.2657,1.1654,0.9207,0.0128,9.0599,0.0254,-0.611,-0.3487,0.2498,0.7297,0.6162,?,?,?,?,?,DAVANTI_PANTALONI
0.0278,2.5916,1.6099,7.4194,-0.4875,-0.4456,6.1693,2.4838,9.2656,-1.2492,-0.0723,4.0842,2.0209,9.0467,-0.5604,3.3727,1.6745,1.294,4.9055,0.2179,-0.0623,-0.3838,0.0082,6.1595,-0.1321,-0.0214,0.6481,0.7966,1.2441,1.229,1.9194,1.5617,0.4201,0.6345,1.5477,1.5105,3.6841,2.439,0.4725,0.7484,-1.7795,1.5839,-3.7659,-2.3776,1.2108,0.8603,0.7952,0.7105,0.6568,0.9244,0.8007,0.8201,1.5125,1.0242,1.8888,1.8442,0.0024,5.0811,0.68,-0.085,0.0434,0.5216,-0.0356,-0.0362,?,?,?,?,?,DAVANTI_PANTALONI
0.209,0.412,0.6418,3.5108,-0.5592,-0.1823,5.7664,2.4013,10.3334,-0.4161,-0.0895,4.1707,2.0422,9.7025,-0.3562,2.5487,3.9378,1.9844,10.0558,0.0176,-1.1464,-2.3349,0.082,2.0367,-0.0715,-0.0351,0.2673,0.3143,0.3234,1.1758,1.2101,1.0291,0.0714,0.0988,0.1046,1.3826,1.4644,1.0591,0.4147,0.4941,-6.9979,1.1915,-16.8735,-14.1618,0.3086,0.3147,0.22,1.02,0.7129,0.699,0.3398,0.3618,0.3491,1.065,1.0276,0.9649,0.0015,3.8185,-0.1401,0.0247,-0.1646,0.9544,0.6269,0.6398,?,?,?,?,?,DAVANTI_PANTALONI
-0.008,1.6822,1.297,5.8542,-0.6162,-0.4621,3.8857,1.9712,8.9889,-1.4028,0.0366,5.5303,2.3517,9.1745,-0.7876,3.1179,1.5916,1.2616,5.3564,0.1386,0.0172,-0.2175,-0.0026,-12.6181,-0.1482,0.0117,0.658,0.5515,1.0281,0.8382,1.5625,1.864,0.4329,0.3042,1.0569,0.7026,2.4413,3.4746,0.4253,0.5522,-2.5899,1.2983,-6.0891,-4.69,0.9682,0.7057,0.5825,0.7289,0.6016,0.8254,0.6513,0.6381,1.0929,0.9798,1.6782,1.7128,0.0025,4.6214,0.3867,-0.2079,-0.0094,0.5025,-0.3729,-0.1938,?,?,?,?,?,DAVANTI_PANTALONI
-0.1157,0.354,0.595,3.5467,-1.1228,0.0953,5.7992,2.4082,9.47,-0.5211,0.0686,3.1112,1.7639,6.7931,-0.5316,2.6452,2.2947,1.5148,7.728,0.0144,-1.2142,-1.688,-0.0437,1.3902,0.036,0.0259,0.2471,0.3373,0.3928,1.3653,1.5897,1.1644,0.0611,0.1138,0.1543,1.864,2.5272,1.3558,0.5782,0.7956,-16.5943,1.3759,-28.698,-20.8579,0.2684,0.3767,0.2131,1.4037,0.794,0.5656,0.3745,0.5221,0.4589,1.3941,1.2254,0.879,0.0008,4.0197,-0.6138,-0.5696,-0.3008,0.9967,0.5164,0.5161,?,?,?,?,?,DAVANTI_PANTALONI
0.0151,1.3338,1.1549,5.3733,-0.5781,-0.3367,4.3663,2.0896,8.7628,-0.7447,-0.0638,3.8368,1.9588,8.1806,-0.6414,2.8768,1.3789,1.1743,4.8589,0.171,-0.0448,-0.2363,0.0052,5.276,-0.117,-0.0222,0.5527,0.5896,0.9835,1.0668,1.7795,1.6681,0.3055,0.3476,0.9673,1.138,3.1666,2.7826,0.5263,0.6157,-1.9636,1.17,-3.7313,-3.1891,0.6779,0.6832,0.5809,1.0078,0.8569,0.8503,0.6132,0.6568,1.1059,1.0712,1.8035,1.6836,0.0018,4.2548,0.4117,-0.0574,-0.0434,0.5818,0.1213,0.0113,?,?,?,?,?,DAVANTI_PANTALONI
0.0232,0.0777,0.2788,1.4694,-1.2437,-0.1851,1.4961,1.2231,6.4958,-1.5589,0.0004,0.0362,0.1902,1.4349,-0.6044,0.9245,0.7901,0.8889,3.9053,0.0134,-0.1253,56.9119,0.0251,-454.3168,-0.2002,0.0004,0.2279,1.4662,0.3137,6.4324,1.3761,0.2139,0.052,2.1496,0.0984,41.3757,1.8936,0.0458,0.2058,1.5068,-15.3933,7.3212,-74.7914,-10.2157,0.258,0.7322,0.1655,2.8383,0.6413,0.226,0.2262,1.024,0.3762,4.527,1.6633,0.3674,0.001,1.1666,0.4389,-0.5267,-0.198,-0.1386,-0.557,-0.0088,?,?,?,?,?,DAVANTI_PANTALONI
-0.0636,0.5599,0.7483,3.198,-0.8694,-0.1123,0.644,0.8025,3.7554,-1.1519,-0.0517,0.5752,0.7584,4.1089,-0.7665,1.1863,0.3913,0.6255,2.7656,0.0455,0.5664,1.2305,-0.0536,2.1725,-0.0947,-0.0436,0.9324,0.9866,1.1962,1.0581,1.2829,1.2125,0.8694,0.9734,1.431,1.1196,1.6459,1.4701,0.7399,0.8342,-11.2752,1.1275,-15.2395,-13.5157,0.9803,0.7355,0.5904,0.7503,0.6023,0.8028,0.8516,0.7783,1.1563,0.914,1.3579,1.4857,0.0008,1.7743,-0.4604,0.0229,0.1127,0.066,0.0845,-0.1438,?,?,?,?,?,DAVANTI_PANTALONI
-0.0125,0.0075,0.0867,0.6711,-1.5264,0.0172,0.0141,0.1188,0.8405,-0.878,0.001,0.009,0.0951,0.6131,-0.9347,0.1494,0.0088,0.0939,0.5263,0.0403,-0.723,-12.9862,-0.0835,17.9613,0.1154,0.0064,0.7298,0.912,0.9232,1.2495,1.265,1.0123,0.5327,0.8317,0.8523,1.5614,1.6001,1.0248,1.0319,1.3689,-18.3554,1.3266,-17.7877,-13.4088,0.5936,0.8383,0.4844,1.4123,0.816,0.5778,0.7985,1.0946,1.2751,1.3709,1.5968,1.1648,0.0001,0.2298,0.1606,-0.2609,-0.1192,0.8291,0.1939,0.2083,?,?,?,?,?,DAVANTI_PANTALONI
-0.3269,5.02,2.2405,13.8869,-0.6492,-1.0876,6.2066,2.4913,13.9364,-2.2433,0.3347,5.1873,2.2776,15.5848,-0.3556,3.6622,4.4042,2.0986,12.5435,0.0188,0.3006,-0.9768,-0.0893,-3.2494,-0.297,0.0914,0.8993,0.9837,1.0676,1.0938,1.1871,1.0853,0.8088,0.9678,1.1398,1.1965,1.4093,1.1778,0.5671,1.3371,-22.7176,2.3579,-40.0604,-16.9901,1.9597,0.7324,0.6587,0.3738,0.3361,0.8993,0.9964,0.8911,1.1071,0.8942,1.111,1.2425,0.0062,5.4374,0.1895,-0.2285,-0.1324,0.2453,-0.4375,0.311,?,?,?,?,?,DAVANTI_PANTALONI
0.3875,3.7843,1.9453,10.7341,-0.4921,-1.8005,19.3032,4.3935,18.576,-2.4441,0.3879,7.9958,2.8277,18.1615,-0.555,4.1298,17.5708,4.1918,14.6692,0.0056,-0.2152,0.9989,0.0938,-4.6412,-0.436,0.0939,0.4428,0.688,0.4641,1.5538,1.0481,0.6746,0.196,0.4733,0.2154,2.4142,1.0986,0.4551,0.2685,0.5461,-42.7394,2.0336,-159.1573,-78.2636,1.3338,0.616,0.4877,0.4618,0.3656,0.7917,0.5778,0.591,0.7317,1.0228,1.2663,1.2381,0.0099,5.9303,-0.6564,0.6104,0.7191,-0.0352,-0.7368,0.3624,?,?,?,?,?,DIETRO_PANTALONI
0.4797,4.5335,2.1292,12.6755,-0.6117,-1.8111,19.2243,4.3846,20.3451,-1.5191,0.5046,9.3395,3.0561,15.2942,-0.4437,4.3033,18.3436,4.2829,17.1143,0.0044,-0.2649,0.9507,0.1115,-3.5891,-0.4209,0.1173,0.4856,0.6967,0.4971,1.4347,1.0237,0.7135,0.2358,0.4854,0.2471,2.0584,1.048,0.5091,0.3921,1.0235,-64.2162,2.6102,-163.7682,-62.7427,0.9738,0.7424,0.4575,0.7624,0.4699,0.6163,0.623,0.8288,0.7406,1.3302,1.1888,0.8937,0.0102,6.3878,-0.7083,0.604,0.7114,-0.112,-0.7304,0.5062,?,?,?,?,?,DIETRO_PANTALONI
0.8891,4.3191,2.0783,13.1516,-0.708,-2.2154,17.6713,4.2037,20.0635,-2.5908,0.1828,9.338,3.0558,19.0691,-0.3971,4.38,17.8758,4.228,17.2787,0.0053,-0.4013,4.8628,0.203,-12.1171,-0.5058,0.0417,0.4944,0.6801,0.4915,1.3756,0.9943,0.7228,0.2444,0.4625,0.2416,1.8924,0.9886,0.5224,0.3766,1.0059,-58.8876,2.671,-156.3717,-58.5436,1.3781,0.5641,0.4433,0.4094,0.3217,0.7857,0.6555,0.6897,0.7611,1.0521,1.1612,1.1036,0.0125,6.4895,-0.7786,0.2987,0.7836,0.0067,-0.7445,0.41,?,?,?,?,?,DIETRO_PANTALONI
1.0902,6.8844,2.6238,16.9811,-0.9058,-2.1247,13.5565,3.6819,25.9096,-0.9826,0.9198,12.5507,3.5427,33.7929,-0.1548,4.8157,16.3501,4.0435,31.8974,0.0072,-0.5131,1.1854,0.2264,-2.3101,-0.4412,0.191,0.7126,0.7406,0.6489,1.0393,0.9106,0.8761,0.5078,0.5485,0.4211,1.0801,0.8291,0.7676,0.6285,1.7821,-34.6974,2.8355,-55.2055,-19.4696,0.6818,0.3045,0.2773,0.4466,0.4067,0.9108,0.6554,0.5025,0.5324,0.7667,0.8123,1.0594,0.0135,7.3483,-0.3507,0.0427,0.2544,-0.0259,-0.4465,0.6978,?,?,?,?,?,DIETRO_PANTALONI
0.4757,8.7428,2.9568,15.509,-0.7169,-0.8925,3.386,1.8401,9.7351,-1.6185,0.3606,2.6304,1.6218,7.6622,-0.5748,3.099,6.3081,2.5116,10.0348,0.0394,-0.533,1.3192,0.1535,-2.4749,-0.288,0.1164,1.6069,1.8231,1.1773,1.1346,0.7326,0.6457,2.582,3.3238,1.386,1.2873,0.5368,0.417,1.0762,2.3154,-15.7291,2.1515,-14.6154,-6.7933,2.4297,1.8566,0.8647,0.7641,0.3559,0.4657,1.5931,2.0241,1.5455,1.2705,0.9701,0.7636,0.0054,4.801,-0.4144,0.2339,0.5281,-0.0395,-0.7034,0.4201,?,?,?,?,?,DIETRO_PANTALONI
0.3217,10.074,3.174,18.72,-1.1124,0.0462,15.2129,3.9004,21.6289,-1.0699,0.0664,6.5783,2.5648,19.7919,-1.0257,4.9428,7.5444,2.7467,13.7232,0.0823,6.9626,4.8425,0.0651,0.6955,0.0093,0.0134,0.8138,1.2375,1.1555,1.5207,1.42,0.9338,0.6622,1.5314,1.3353,2.3126,2.0164,0.8719,0.8818,0.9837,-8.0094,1.1156,-9.0832,-8.1423,0.8481,0.907,0.5926,1.0695,0.6988,0.6534,0.8655,0.9458,1.3641,1.0928,1.5761,1.4422,0.0017,7.5632,-0.3181,-0.245,0.1241,-0.3718,-0.1318,0.0048,?,?,?,?,?,DIETRO_PANTALONI
0.048,6.5627,2.5618,14.0286,-0.6371,1.0556,19.2809,4.391,21.7083,-0.5046,0.5722,11.2795,3.3585,30.259,-0.5207,5.1328,12.221,3.4958,19.9527,0.0085,0.0455,0.0839,0.0093,1.8449,0.2057,0.1115,0.5834,0.7628,0.7328,1.3074,1.2561,0.9607,0.3404,0.5818,0.537,1.7094,1.5777,0.923,0.7499,0.5269,-31.9838,0.7026,-42.6491,-60.6978,0.5939,0.4307,0.4258,0.7251,0.717,0.9888,0.6462,0.4636,0.7031,0.7174,1.088,1.5165,0.0064,7.645,0.6729,-0.1605,0.2363,0.1122,0.3824,0.4652,?,?,?,?,?,DIETRO_PANTALONI
-0.0363,3.098,1.7601,10.0059,-0.7942,-0.0445,10.2093,3.1952,15.6993,-0.7295,0.6551,6.6209,2.5731,14.7315,-0.5089,3.4782,8.263,2.8745,13.5289,0.0076,0.8165,-0.0555,-0.0104,-0.0679,-0.0128,0.1883,0.5509,0.684,0.6123,1.2418,1.1116,0.8951,0.3035,0.4679,0.3749,1.542,1.2355,0.8013,0.6689,0.8915,-43.0072,1.3329,-64.2991,-48.2408,0.6144,0.5712,0.4091,0.9297,0.6659,0.7162,0.6373,0.6792,0.7396,1.0657,1.1604,1.0889,0.0034,5.403,0.7335,0.1349,0.171,0.3867,0.2381,0.6275,?,?,?,?,?,DIETRO_PANTALONI
-0.5322,10.0751,3.1741,14.2386,-1.4678,0.9204,10.6631,3.2654,17.1898,-0.7571,0.6081,9.0995,3.0165,17.6967,-0.844,4.8899,7.4269,2.7252,12.0853,0.0344,-0.5783,-0.8751,-0.1088,1.5134,0.1882,0.1244,0.972,1.0522,1.1647,1.0825,1.1982,1.1069,0.9449,1.1072,1.3566,1.1718,1.4358,1.2252,1.1434,1.0456,-19.6421,0.9144,-17.1789,-18.7862,0.5898,0.6012,0.461,1.0194,0.7816,0.7667,0.8283,0.8046,1.1782,0.9714,1.4224,1.4643,0.0066,7.4554,-0.4427,0.2154,-0.3904,0.6123,0.4486,0.2514,?,?,?,?,?,DIETRO_PANTALONI
0.3813,3.7943,1.9479,10.7773,-0.6004,-0.4459,11.5358,3.3964,20.1677,-1.075,0.9188,9.999,3.1621,17.9474,-0.2964,3.4634,14.5226,3.8109,15.3109,0.0059,-0.8551,0.415,0.1101,-0.4853,-0.1287,0.2653,0.5735,0.616,0.5111,1.0741,0.8913,0.8298,0.3289,0.3795,0.2613,1.1537,0.7943,0.6885,0.3869,0.9852,-44.39,2.5462,-114.7185,-45.0548,0.6929,0.4864,0.4372,0.7021,0.631,0.8988,0.5344,0.6005,0.7039,1.1237,1.3172,1.1722,0.0058,5.021,0.3912,0.6641,0.5387,0.3589,-0.0649,0.6225,?,?,?,?,?,DIETRO_PANTALONI
0.1528,2.7119,1.6468,9.5363,-1.29,0.8092,11.458,3.385,19.9744,-0.5418,0.1592,9.2884,3.0477,19.5158,-0.6321,3.9274,8.7375,2.9559,17.1521,0.0408,0.1888,0.9597,0.0389,5.0829,0.206,0.0405,0.4865,0.5403,0.5571,1.1107,1.1451,1.031,0.2367,0.292,0.3104,1.2336,1.3114,1.0631,0.7654,0.7108,-7.3606,0.9286,-9.617,-10.3561,0.3214,0.3483,0.2329,1.0835,0.7245,0.6687,0.4774,0.4886,0.556,1.0235,1.1645,1.1378,0.0045,5.8641,-0.4404,0.1874,-0.2113,0.4906,0.4572,0.4535,?,?,?,?,?,DIETRO_PANTALONI
0.5923,7.6832,2.7719,13.625,-0.5107,1.1511,8.9656,2.9943,16.6915,-1.35,0.7731,6.4152,2.5328,15.9134,-0.4001,4.4437,5.591,2.3645,12.7697,0.0307,0.5145,0.7661,0.1333,1.4889,0.259,0.174,0.9257,1.0944,1.1723,1.1822,1.2663,1.0712,0.857,1.1976,1.3742,1.3975,1.6036,1.1474,0.4804,1.0129,-11.3982,2.1085,-23.7269,-11.2532,1.2697,0.7935,0.6846,0.6249,0.5392,0.8628,0.8163,0.8562,1.067,1.0489,1.3071,1.2462,0.0082,6.7755,-0.105,0.3799,0.5163,0.0572,0.2366,0.5284,?,?,?,?,?,DIETRO_PANTALONI
0.1569,11.68,3.4176,26.2498,-1.4385,0.9125,9.4038,3.0666,20.4151,-0.442,0.5195,6.3626,2.5224,17.8437,-0.5704,3.6064,15.5678,3.9456,20.6114,0.01,0.172,0.3021,0.0435,1.7566,0.253,0.144,1.1145,1.3549,0.8662,1.2157,0.7772,0.6393,1.242,1.8357,0.7503,1.478,0.6041,0.4087,2.4744,2.3892,-74.2113,0.9656,-29.991,-31.0606,0.7604,0.9474,0.517,1.2459,0.68,0.5458,1.2858,1.4711,1.2736,1.1441,0.9905,0.8657,0.0057,5.5442,-0.1676,0.2447,-0.0885,0.523,0.7264,0.5479,?,?,?,?,?,DIETRO_PANTALONI
-0.6376,14.1995,3.7682,29.7308,-2.1149,1.0708,20.5122,4.529,24.8651,-0.3538,0.7001,10.3968,3.2244,14.9989,-0.6446,5.726,14.3651,3.7901,25.796,0.0229,-0.5954,-0.9107,-0.1114,1.5296,0.187,0.1223,0.832,1.1687,0.9942,1.4046,1.195,0.8507,0.6922,1.3658,0.9885,1.9729,1.4279,0.7238,3.1062,3.4338,-33.3224,1.1055,-10.7278,-9.7042,0.5197,1.0465,0.3615,2.0138,0.6956,0.3454,1.1957,1.9822,1.1525,1.6578,0.9639,0.5814,0.0077,8.9425,-0.6331,0.0553,-0.5237,0.4796,0.676,0.4377,?,?,?,?,?,DIETRO_PANTALONI
