@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.3009,9.9101,3.148,27.6481,-2.0549,-0.5853,7.839,2.7998,20.7503,-0.8596,-0.1097,11.3906,3.375,46.036,-1.3624,3.7038,15.8668,3.9833,28.8456,0.0107,-0.5141,-2.7422,0.0812,5.3339,-0.158,-0.0296,1.1244,0.9328,0.7903,0.8296,0.7029,0.8473,1.2642,0.87,0.6246,0.6882,0.4941,0.7179,1.9389,0.7005,-59.7175,0.3613,-30.7992,-85.2487,0.8111,0.4644,0.3104,0.5726,0.3827,0.6683,1.3324,0.6006,0.9585,0.4507,0.7194,1.5959,0.0046,5.7774,-0.9271,-0.5846,-0.1403,0.3989,0.0689,0.0365,0.9514,0.0462,0.2151,1,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0941,0.0157,0.1253,0.6289,-1.8173,-0.1081,0.0298,0.1728,0.948,-3.1804,-0.0644,0.0165,0.1283,0.7006,-2.9662,0.2536,0.0224,0.1496,0.8766,0.0186,0.871,1.4617,-0.3712,1.6782,-0.4262,-0.254,0.7254,0.977,0.8374,1.3469,1.1544,0.8571,0.5262,0.9546,0.7013,1.814,1.3327,0.7347,0.5624,0.7742,-24.4435,1.3765,-43.4618,-31.5746,0.9842,1.2635,0.2499,1.2838,0.2539,0.1978,0.6633,0.8975,0.7174,1.3531,1.0815,0.7993,0.0011,0.3904,-0.101,-0.2289,-0.1448,0.9876,-0.7137,-0.6807,1,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.0018,0.1019,0.3193,1.5404,-0.4724,-0.0037,0.0714,0.2672,1.4987,-0.9968,0.0243,0.0374,0.1933,1.1123,-1.0612,0.3852,0.0629,0.2508,1.0038,0.0436,-0.4913,0.0748,0.0047,-0.1521,-0.0096,0.0632,1.1949,1.6517,1.2731,1.3823,1.0655,0.7708,1.4277,2.7281,1.6208,1.9109,1.1353,0.5941,0.6606,0.8631,-10.791,1.3065,-16.335,-12.5031,1.3938,1.9386,0.9967,1.3909,0.7151,0.5141,1.0278,1.3849,1.5345,1.3474,1.493,1.1081,0.0002,0.5899,0.2939,0.1799,0.7145,0.99,0.2448,0.1621,1,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.0505,0.362,0.6017,2.2264,-0.9124,-0.1863,0.4748,0.6891,3.0438,-1.0707,-0.0151,0.432,0.6573,2.7725,-0.7837,1.092,0.1139,0.3375,1.5365,0.171,-0.2711,-3.3544,0.0462,12.3735,-0.1706,-0.0138,0.8732,0.9154,1.783,1.0483,2.0419,1.9477,0.7625,0.838,3.1789,1.099,4.1693,3.7936,0.6749,0.872,-3.3525,1.2921,-4.9675,-3.8447,0.792,0.749,0.6282,0.9457,0.7931,0.8387,0.7314,0.803,1.449,1.0979,1.981,1.8044,0.0014,1.6286,-0.0523,-0.1647,0.0308,0.0206,-0.224,0.0798,0.1387,0.1195,0.3456,1,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.8303,4.2112,2.0521,8.6107,-1.8367,-1.4531,11.2792,3.3584,17.078,-1.6982,-0.2724,11.686,3.4185,16.5078,-1.5036,4.9068,5.9746,2.4443,12.2504,0.0094,0.5714,3.0484,-0.1692,5.335,-0.2961,-0.0555,0.611,0.6003,0.8396,0.9824,1.374,1.3986,0.3734,0.3604,0.7049,0.9652,1.8879,1.956,0.5187,0.5623,-48.1631,1.0842,-92.8541,-85.6465,0.4796,0.4604,0.2455,0.9599,0.5118,0.5332,0.5042,0.5216,0.7029,1.0345,1.3941,1.3475,0.0123,7.5292,0.4022,-0.2447,-0.2697,0.5918,-0.4787,-0.221,0.5,0.4239,0.6511,2,0,?,?,?,?,?,SINISTRA_PANTALONI
0.1369,10.1636,3.188,29.6908,-1.144,-0.7502,54.2196,7.3634,51.6182,-0.2759,-0.0264,24.9309,4.9931,35.2915,-0.3522,6.0647,53.1161,7.2881,44.6332,0.0152,-0.1824,-5.1761,0.0226,28.3713,-0.1237,-0.0044,0.433,0.6385,0.4374,1.4747,1.0103,0.6851,0.1875,0.4077,0.1913,2.1748,1.0208,0.4694,1.4192,1.7236,-23.0447,1.2145,-16.2381,-13.3698,0.3423,0.5306,0.3056,1.55,0.8926,0.5759,0.5752,0.8413,0.6652,1.4626,1.1565,0.7907,0.0056,8.8526,-0.4265,-0.4819,-0.4147,0.8692,0.6819,0.6395,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.6536,4.0078,2.002,9.6743,-1.1319,-1.9967,9.0355,3.0059,16.7558,-2.0186,-0.7409,12.364,3.5163,23.949,-0.5065,4.8647,6.7048,2.5894,15.5694,0.0525,0.3273,0.8822,-0.1344,2.6951,-0.4104,-0.1523,0.666,0.5693,0.7731,0.8549,1.1609,1.358,0.4436,0.3242,0.5978,0.7308,1.3476,1.8441,0.4584,0.6379,-5.9526,1.3916,-12.9856,-9.3314,0.8175,0.2855,0.2762,0.3492,0.3378,0.9674,0.5774,0.404,0.6214,0.6996,1.0762,1.5382,0.0161,7.5404,0.4171,-0.099,-0.1291,0.6358,-0.347,-0.1077,0.2174,0.1701,0.4125,1,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.1003,2.7311,1.6526,8.183,-0.9866,-0.72,7.9504,2.8196,13.6708,-1.0042,-0.0023,4.8266,2.1969,12.7666,-0.7324,3.4858,3.8858,1.9712,8.8801,0.0684,0.1393,44.1058,-0.0288,316.6539,-0.2066,-0.0007,0.5861,0.7522,0.8384,1.2834,1.4304,1.1145,0.3435,0.5659,0.7029,1.6472,2.046,1.2421,0.5933,0.753,-6.2297,1.2691,-10.5,-8.2735,0.6039,0.559,0.4321,0.9256,0.7156,0.7731,0.5986,0.641,0.9215,1.0708,1.5395,1.4377,0.0052,5.2864,-0.2623,-0.2075,0.0204,0.6436,0.0667,0.3218,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0118,1.0588,1.029,4.2172,-0.5299,-0.3425,3.1888,1.7857,6.5609,-1.2851,0.187,3.3667,1.8349,8.6337,-0.4665,2.5714,1.1546,1.0745,5.7427,0.0634,0.0346,-0.0633,-0.0046,-1.8316,-0.1332,0.0727,0.5762,0.5608,0.9576,0.9732,1.6618,1.7076,0.3321,0.3145,0.917,0.9472,2.7617,2.9158,0.3959,0.5319,-3.759,1.3435,-9.4949,-7.0674,0.9601,0.4682,0.4496,0.4877,0.4683,0.9602,0.6428,0.4885,0.7344,0.7599,1.1425,1.5034,0.0028,3.7738,0.6565,0.1144,0.1512,0.6002,0.2036,0.3904,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.2934,0.6219,0.7886,3.5291,-2.1527,0.6526,5.0497,2.2472,9.9552,-0.495,0.1532,3.7219,1.9292,9.2308,-0.4642,2.4418,3.9666,1.9916,8.8819,0.0324,-0.4496,-1.916,-0.1202,4.2614,0.2673,0.0627,0.3509,0.4088,0.396,1.1648,1.1283,0.9687,0.1232,0.1671,0.1568,1.3568,1.2731,0.9383,0.731,0.8234,-8.1009,1.1264,-11.0819,-9.8386,0.1681,0.1776,0.1219,1.0563,0.7254,0.6868,0.3545,0.3823,0.3973,1.0785,1.1208,1.0393,0.0052,3.6798,-0.3893,-0.1053,-0.0462,0.9387,0.5577,0.5818,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.0317,0.889,0.9429,3.8825,-0.4741,0.082,1.7938,1.3393,6.118,-0.7404,0.3878,3.2191,1.7942,7.5928,-0.4938,2.2524,0.9866,0.9933,4.7979,0.0842,0.3867,0.0818,0.0141,0.2115,0.0364,0.1722,0.704,0.5255,0.9493,0.7465,1.3484,1.8063,0.4956,0.2762,0.9011,0.5572,1.8182,3.2628,0.4798,0.4975,-2.8324,1.0369,-5.9033,-5.6932,0.7492,0.5182,0.5027,0.6916,0.671,0.9702,0.6346,0.5113,0.8092,0.8058,1.2752,1.5825,0.0029,3.1912,0.6174,-0.1695,0.0338,0.1811,0.2762,0.5429,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.1245,0.5594,0.7479,3.3476,-1.8813,0.1599,5.1323,2.2655,8.4759,-0.5725,0.143,2.6752,1.6356,5.9241,-0.5414,2.534,2.0073,1.4168,6.7687,0.0093,-0.7781,-0.87,-0.0491,1.1181,0.0631,0.0564,0.3301,0.4573,0.5279,1.3851,1.599,1.1544,0.109,0.2091,0.2787,1.9185,2.5568,1.3327,0.7083,1.0505,-34.23,1.4831,-48.3264,-32.5855,0.2156,0.3023,0.17,1.4024,0.7889,0.5625,0.395,0.5651,0.4946,1.4307,1.2522,0.8752,0.0017,3.9128,-0.543,-0.4646,-0.302,0.9945,0.6477,0.649,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
0.1878,0.8379,0.9154,4.0548,-0.3939,0.0878,2.6798,1.637,6.9509,-0.8691,0.27,2.735,1.6538,7.4394,-0.5116,2.2189,1.4448,1.202,4.8052,0.0444,2.138,0.6956,0.0846,0.3253,0.0396,0.1217,0.5592,0.5535,0.7616,0.9899,1.3619,1.3758,0.3127,0.3064,0.58,0.9798,1.8547,1.8929,0.3546,0.4551,-5.1372,1.2836,-14.489,-11.2879,0.7822,0.5911,0.5785,0.7556,0.7396,0.9788,0.5834,0.545,0.8439,0.9343,1.4465,1.5482,0.0024,3.2217,0.6129,0.097,0.196,0.5518,0.4148,0.5033,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
0.1671,0.0435,0.2087,1.1981,-0.6723,-0.3589,0.6136,0.7833,5.2726,-0.7646,0.1309,0.0346,0.1861,1.3878,-0.3412,0.7322,0.3295,0.574,3.0255,0.0154,-0.4658,1.2765,0.2283,-2.7407,-0.4901,0.1788,0.2664,1.1213,0.3635,4.209,1.3646,0.3242,0.071,1.2572,0.1322,17.716,1.8623,0.1051,0.2108,1.3644,-10.1798,6.4712,-48.2833,-7.4612,0.2398,0.6924,0.2332,2.8876,0.9724,0.3368,0.2272,0.8633,0.396,3.7992,1.7427,0.4587,0.0029,0.9939,0.3098,-0.4259,-0.0224,0.0065,-0.0168,0.1984,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
0.5431,0.4808,0.6934,2.4336,-0.4767,-0.6524,0.8009,0.8949,3.265,-2.8542,-0.0097,0.5643,0.7512,4.025,-0.6565,1.4623,0.4283,0.6544,2.3501,0.1175,-0.8324,-55.8404,0.3714,67.0854,-0.4462,-0.0067,0.7748,0.923,1.0595,1.1913,1.3675,1.1479,0.6003,0.852,1.1226,1.4193,1.87,1.3176,0.3249,0.4925,-2.5117,1.5157,-7.7306,-5.1002,1.9454,0.6782,0.6189,0.3486,0.3181,0.9125,0.7454,0.6046,1.0355,0.8112,1.3893,1.7127,0.0061,2.151,-0.5062,-0.1187,0.6565,0.2682,-0.7656,0.0903,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
-0.126,0.0064,0.0799,0.5326,-3.8274,-0.0622,0.0106,0.1031,0.5271,-1.5885,0.0037,0.0083,0.0913,0.4572,-0.9143,0.1953,0.007,0.0836,0.4056,0.0968,2.0256,-34.2083,-0.6453,-16.8884,-0.3186,0.0189,0.7755,0.8755,0.9568,1.129,1.2337,1.0928,0.6014,0.7666,0.9154,1.2745,1.5221,1.1942,1.3053,1.9336,-9.708,1.4813,-7.4371,-5.0207,0.5418,0.4619,0.2456,0.8526,0.4534,0.5318,1.0104,1.1648,1.3129,1.1529,1.2994,1.1271,0.001,0.2988,0.042,-0.3015,-0.6244,0.9072,-0.2597,0.0215,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
-0.2705,3.0791,1.7547,8.5383,-0.9912,-1.0482,4.836,2.1991,13.4308,-1.1105,-0.1981,5.3785,2.3192,15.5744,-0.5508,3.1412,4.6377,2.1535,11.0016,0.0174,0.2581,1.3654,-0.0861,5.2905,-0.3337,-0.0631,0.7979,0.7566,0.8148,0.9482,1.0212,1.0769,0.6367,0.5725,0.6639,0.8991,1.0427,1.1597,0.6014,0.7683,-21.8211,1.2775,-36.283,-28.401,0.6738,0.427,0.383,0.6337,0.5684,0.8969,0.6357,0.5482,0.7761,0.8624,1.2208,1.4157,0.0076,4.7662,0.2959,-0.4772,-0.269,0.2485,-0.3891,0.2863,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
0.082,7.8151,2.7956,14.2588,-1.0215,-0.9784,24.4982,4.9496,20.0002,-1.2094,-0.2849,8.1534,2.8554,16.8255,-0.7486,5.4217,12.1171,3.481,12.0473,0.0163,-0.0838,-0.2879,0.0151,3.4339,-0.1805,-0.0526,0.5648,0.979,0.8031,1.7334,1.4219,0.8203,0.319,0.9585,0.645,3.0047,2.0218,0.6729,0.6581,1.0003,-36.0975,1.5199,-54.8484,-36.088,0.7792,0.7331,0.5759,0.9408,0.7391,0.7857,0.7129,0.8474,1.1836,1.1887,1.6601,1.3966,0.0071,8.0041,-0.672,0.2634,0.2844,0.3815,-0.3375,0.0155,19.7361,135.0831,11.6225,46,0.2069,?,?,?,?,?,SINISTRA_PANTALONI
0.5754,4.6621,2.1592,14.5469,-0.9381,-1.5885,18.3174,4.2799,17.0773,-0.9621,-0.2786,9.147,3.0244,13.6256,-0.6495,5.0473,9.583,3.0956,11.2428,0.0341,-0.3623,-2.0658,0.114,5.7026,-0.3147,-0.0552,0.5045,0.7139,0.6975,1.4151,1.3826,0.977,0.2545,0.5097,0.4865,2.0026,1.9114,0.9545,0.8409,1.3124,-17.7463,1.5607,-21.1042,-13.5219,0.8624,0.9086,0.6448,1.0537,0.7478,0.7097,0.8518,1.0676,1.2939,1.2533,1.5189,1.2119,0.012,7.4572,-0.459,0.4172,0.3984,0.5125,-0.3551,0.1865,16.3264,3.0671,1.7513,8,0.6522,?,?,?,?,?,SINISTRA_PANTALONI
0.6036,9.4077,3.0672,17.5993,-1.0634,-1.8984,21.856,4.675,25.3215,-0.868,-0.4437,10.8759,3.2979,17.7793,-0.5279,5.6571,14.3018,3.7818,14.5393,0.014,-0.318,-1.3604,0.1067,4.2787,-0.3356,-0.0784,0.6561,0.9301,0.811,1.4176,1.2362,0.872,0.4304,0.865,0.6578,2.0096,1.5282,0.7605,0.7709,1.4765,-43.9321,1.9154,-56.9887,-29.7533,0.6292,0.733,0.5784,1.1649,0.9193,0.7891,0.695,0.9899,1.2105,1.4242,1.7416,1.2228,0.0143,8.5984,-0.663,0.1794,0.4936,0.4059,-0.3386,0.1634,13.8322,3.2166,1.7935,8,0.4667,?,?,?,?,?,SINISTRA_PANTALONI
0.2332,8.7375,2.9559,17.6749,-1.1853,-1.0329,6.3323,2.5164,14.5545,-0.759,0.4091,11.184,3.3442,24.0086,-0.3259,4.3127,8.9429,2.9905,18.9557,0.0214,-0.2258,0.57,0.0541,-2.5247,-0.2395,0.0949,1.1747,0.8839,0.9884,0.7525,0.8415,1.1183,1.3798,0.7813,0.977,0.5662,0.7081,1.2506,1.5265,1.6246,-23.1092,1.0643,-15.1386,-14.2243,0.9775,0.4467,0.4175,0.4569,0.4272,0.9348,1.2144,0.7362,0.9324,0.6062,0.7678,1.2666,0.008,6.4481,-0.5439,-0.0994,-0.1119,0.4576,0.1122,0.5505,14.7762,100.4674,10.0233,56,0.1642,?,?,?,?,?,SINISTRA_PANTALONI
0.5269,7.2468,2.692,14.7046,-0.8966,-0.8257,3.4857,1.867,9.5561,-1.2713,0.1792,2.0106,1.418,6.7334,-0.8974,2.9632,4.9538,2.2257,7.866,0.0343,-0.6382,2.9404,0.1778,-4.6075,-0.2786,0.0605,1.4419,1.8985,1.2095,1.3167,0.8388,0.6371,2.079,3.6042,1.4629,1.7336,0.7036,0.4059,1.2996,2.1827,-24.892,1.6795,-19.1532,-11.404,1.8428,2.1848,0.9519,1.1856,0.5165,0.4357,1.5388,2.1838,1.8694,1.4192,1.2149,0.856,0.0066,4.5119,-0.2126,-0.1784,0.1775,0.3372,-0.6866,0.092,4.1432,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.176,7.0508,2.6553,19.9206,-1.2728,-0.5355,12.5368,3.5407,17.7978,-0.9474,0.1135,6.4243,2.5346,18.7514,-1.0291,4.2825,8.0028,2.8289,14.1988,0.0229,-0.3287,1.5502,0.0411,-4.7164,-0.125,0.0265,0.7499,1.0476,0.9386,1.397,1.2516,0.896,0.5624,1.0975,0.881,1.9515,1.5665,0.8027,1.2884,1.1731,-33.5714,0.9105,-26.0564,-28.6186,0.959,0.9484,0.6032,0.9889,0.6289,0.636,1.1193,1.0624,1.403,0.9491,1.2535,1.3206,0.0039,6.4964,-0.5886,-0.2462,0.0061,-0.2751,-0.0282,-0.0261,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.051,5.6099,2.3685,13.655,-0.5504,-1.9412,7.6609,2.7678,15.9694,-1.4181,0.2678,12.0928,3.4775,25.4014,-0.4219,4.5287,8.6975,2.9491,17.6821,0.0263,0.0263,-0.1905,-0.0113,-7.2476,-0.4287,0.0591,0.8557,0.6811,0.8031,0.7959,0.9385,1.1791,0.7323,0.4639,0.645,0.6335,0.8808,1.3904,0.5176,0.6432,-10.1638,1.2426,-19.636,-15.8022,1.3336,0.493,0.485,0.3697,0.3637,0.9838,0.8551,0.5376,0.7723,0.6287,0.9031,1.4366,0.0139,6.7707,0.3257,-0.2753,0.0122,0.1064,-0.2531,0.4592,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
-0.5469,1.9986,1.4137,8.5899,-1.4207,-1.0876,4.1218,2.0302,11.3731,-1.8586,0.1684,5.5911,2.3646,12.8394,-0.5912,3.1295,3.4278,1.8514,8.4883,0.0346,0.5028,-3.2483,-0.1748,-6.4599,-0.3475,0.0538,0.6963,0.5979,0.7636,0.8586,1.0966,1.2771,0.4849,0.3575,0.583,0.7372,1.2024,1.6311,0.6818,1.0568,-16.5756,1.5501,-24.3125,-15.6849,0.8919,0.4398,0.4036,0.4931,0.4525,0.9177,0.7553,0.669,1.012,0.8858,1.3399,1.5126,0.0084,4.7278,0.173,-0.2351,-0.1798,-0.1317,-0.4303,0.2798,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
0.956,6.8066,2.609,12.7972,-0.7461,-1.2356,6.4914,2.5478,14.057,-1.3506,0.2627,8.96,2.9933,15.5092,-0.9118,4.4037,5.375,2.3184,10.3948,0.0534,-0.7737,3.6398,0.2171,-4.7043,-0.2806,0.0596,1.024,0.8716,1.1253,0.8512,1.099,1.2911,1.0486,0.7597,1.2664,0.7245,1.2077,1.667,0.677,0.7392,-9.3305,1.0919,-13.7821,-12.622,1.2256,0.9035,0.6674,0.7372,0.5446,0.7388,0.9104,0.8251,1.2311,0.9064,1.3523,1.492,0.0115,6.8422,-0.4219,0.3806,0.2519,0.548,-0.0959,0.2844,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.0143,6.7056,2.5895,14.0819,-0.8694,-1.3262,12.8702,3.5875,17.8948,-2.0131,0.3136,9.7035,3.115,18.6249,-0.5607,4.0878,14.4262,3.7982,14.805,0.0021,-0.0108,0.0457,0.0035,-4.2295,-0.3244,0.0767,0.7218,0.8313,0.6818,1.1517,0.9445,0.8201,0.521,0.6911,0.4648,1.3263,0.8921,0.6726,0.5478,0.9788,-211.35,1.7868,-385.8391,-215.9375,1.2684,0.6312,0.5077,0.4977,0.4003,0.8044,0.7869,0.7561,0.9512,0.9608,1.2087,1.258,0.0097,6.4151,0.2943,0.5276,0.0419,-0.1318,-0.709,0.3833,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.9355,1.8492,1.3598,6.9192,-0.5451,-0.2832,10.3417,3.2159,17.8172,-0.6537,-0.0499,9.5844,3.0959,17.6231,-0.6992,4.1513,5.4999,2.3452,12.7952,0.0587,-3.3027,-18.7387,0.2253,5.6738,-0.0682,-0.012,0.4229,0.4392,0.5798,1.0388,1.3713,1.3201,0.1788,0.1929,0.3362,1.079,1.8803,1.7426,0.3466,0.3366,-3.0612,0.9713,-8.8326,-9.094,0.4157,0.4318,0.3295,1.0388,0.7926,0.763,0.3883,0.3926,0.5408,1.011,1.3925,1.3773,0.007,6.1719,-0.2538,0.2804,0.1828,0.4713,0.1621,0.2321,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.6226,7.4164,2.7233,17.4623,-0.4029,-1.2908,6.0984,2.4695,18.721,-2.4948,0.0239,6.147,2.4793,15.0675,-0.7119,3.9238,6.3196,2.5139,17.9659,0.0165,-0.4823,26.0122,0.1587,-53.9319,-0.329,0.0061,1.1028,1.0984,1.0833,0.996,0.9823,0.9862,1.2161,1.2065,1.1736,0.9921,0.965,0.9727,0.3753,0.8004,-16.6673,2.1328,-44.4156,-20.825,2.3236,1.4142,0.6814,0.6086,0.2933,0.4818,0.9328,1.1589,0.972,1.2425,1.042,0.8387,0.0104,5.948,0.0913,0.298,0.4061,0.0313,-0.5284,0.1398,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.1868,10.7874,3.2844,20.4406,-0.8992,-0.6159,7.2774,2.6977,17.082,-1.2823,0.0326,6.6203,2.573,18.1186,-0.8904,4.158,7.8115,2.7949,14.074,0.0262,-0.3033,5.7368,0.0449,-18.9128,-0.1481,0.0078,1.2175,1.2765,1.1751,1.0485,0.9652,0.9206,1.4823,1.6294,1.381,1.0993,0.9316,0.8475,1.0083,1.134,-25.5226,1.1246,-25.3114,-22.5074,1.438,1.123,0.7447,0.7809,0.5178,0.6631,1.1966,1.1282,1.4524,0.9428,1.2137,1.2874,0.0046,6.344,0.0486,0.4044,0.1098,0.418,0.0219,0.1537,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
